Date,Snow_depth_cm,accumulation,melt
11/25/2019,,,
11/26/2019,,,
11/27/2019,50,accumulation,
11/28/2019,45,,
11/29/2019,40,,
11/30/2019,35,,
12/1/2019,35,,
12/2/2019,30,,
12/3/2019,25,,
12/4/2019,22,,
12/5/2019,20,,
12/6/2019,17,,
12/7/2019,17,,
12/8/2019,16,,
12/9/2019,16,,
12/10/2019,17,,
12/11/2019,17,,
12/12/2019,15,,
12/13/2019,15,,
12/14/2019,20,accumulation,
12/15/2019,20,,
12/16/2019,20,,
12/17/2019,20,,
12/18/2019,20,,
12/19/2019,20,,
12/20/2019,20,,
12/21/2019,15,,
12/22/2019,15,,
12/23/2019,15,,
12/24/2019,15,,
12/25/2019,15,,
12/26/2019,15,,
12/27/2019,15,,
12/28/2019,17,accumulation,
12/29/2019,15,,
12/30/2019,15,,
12/31/2019,15,,
1/1/2020,15,,
1/2/2020,15,,
1/3/2020,15,,
1/4/2020,15,,
1/5/2020,15,,
1/6/2020,15,,
1/7/2020,15,,
1/8/2020,15,,
1/9/2020,15,,
1/10/2020,15,,
1/11/2020,15,,
1/12/2020,15,,
1/13/2020,15,,
1/14/2020,,,
1/15/2020,,,
1/16/2020,,,
1/17/2020,,,
1/18/2020,,,
1/19/2020,,,
1/20/2020,,,
1/21/2020,,,
1/22/2020,,,
1/23/2020,,,
1/24/2020,,,
1/25/2020,,,
1/26/2020,,,
1/27/2020,,,
1/28/2020,,,
1/29/2020,,,
1/30/2020,,,
1/31/2020,,,
2/1/2020,,,
2/2/2020,,,
2/3/2020,,,
2/4/2020,,,
2/5/2020,25,,
2/6/2020,,,
2/7/2020,,,
2/8/2020,,,
2/9/2020,,,
2/10/2020,,,
2/11/2020,25,,
2/12/2020,25,,
2/13/2020,27,accumulation,
2/14/2020,20,,
2/15/2020,20,,
2/16/2020,20,,
2/17/2020,15,,
2/18/2020,15,,
2/19/2020,25,accumulation,
2/20/2020,25,,
2/21/2020,20,,
2/22/2020,15,,
2/23/2020,15,,
2/24/2020,15,,
2/25/2020,,,
2/26/2020,,,
2/27/2020,12,,
2/28/2020,10,,
2/29/2020,10,,
3/1/2020,,,
3/2/2020,,,
3/3/2020,,,
3/4/2020,,,
3/5/2020,,,
3/6/2020,,,
3/7/2020,,,
3/8/2020,,,
3/9/2020,,,
3/10/2020,,,
3/11/2020,,,
3/12/2020,,,
4/6/2020,0,,
4/8/2020,0,,
4/9/2020,0,,
4/10/2020,0,,
